score,num_moves,game_duration,did_win
750,132,0.00553584098815918,1
225,299,0.019526004791259766,0
295,299,0.01852107048034668,0
740,127,0.004518985748291016,1
360,299,0.016722917556762695,0
210,299,0.017181873321533203,0
730,129,0.0047168731689453125,1
130,299,0.018994808197021484,0
475,299,0.014309883117675781,0
290,299,0.015196084976196289,0
710,124,0.004913806915283203,1
170,299,0.01899886131286621,0
305,299,0.016423940658569336,0
120,299,0.01671886444091797,0
350,299,0.014249086380004883,0
210,299,0.02101922035217285,0
175,299,0.01894211769104004,0
255,299,0.015632152557373047,0
220,299,0.01896500587463379,0
750,136,0.004934072494506836,1
265,72,0.01538705825805664,0
300,81,0.015379190444946289,0
205,299,0.016620159149169922,0
695,122,0.005388021469116211,1
735,131,0.005139827728271484,1
265,299,0.018414974212646484,0
740,145,0.005856037139892578,1
735,132,0.005146980285644531,1
220,299,0.016581058502197266,0
170,299,0.01874685287475586,0
740,141,0.005434989929199219,1
230,299,0.017673969268798828,0
740,127,0.004530191421508789,1
685,120,0.004776954650878906,1
495,100,0.012985944747924805,0
750,140,0.007318973541259766,1
140,299,0.01936793327331543,0
745,144,0.005320072174072266,1
295,299,0.014460086822509766,0
290,299,0.01555490493774414,0
720,128,0.004606962203979492,1
270,299,0.01920914649963379,0
170,299,0.01594710350036621,0
735,140,0.005463600158691406,1
255,299,0.018480777740478516,0
760,143,0.005381107330322266,1
700,116,0.004065036773681641,1
705,113,0.004982948303222656,1
205,299,0.01874709129333496,0
220,299,0.015576839447021484,0
170,299,0.018999814987182617,0
280,299,0.017406940460205078,0
760,150,0.005799293518066406,1
245,299,0.017368078231811523,0
440,93,0.01273798942565918,0
215,299,0.020270824432373047,0
190,299,0.0183560848236084,0
730,134,0.005576133728027344,1
145,299,0.019335269927978516,0
150,299,0.019046783447265625,0
745,136,0.005493879318237305,1
755,148,0.007261753082275391,1
230,299,0.018253087997436523,0
170,299,0.018855810165405273,0
275,299,0.016817331314086914,0
200,299,0.018557071685791016,0
330,299,0.01876974105834961,0
160,299,0.019232988357543945,0
225,299,0.016960859298706055,0
305,299,0.015629053115844727,0
195,299,0.01977086067199707,0
695,134,0.0058100223541259766,1
310,299,0.01853799819946289,0
165,299,0.018805980682373047,0
215,299,0.018538951873779297,0
275,299,0.017215967178344727,0
240,299,0.016086101531982422,0
175,299,0.019279003143310547,0
695,123,0.004988908767700195,1
195,299,0.018747806549072266,0
185,299,0.018399953842163086,0
160,299,0.018830060958862305,0
720,124,0.004396200180053711,1
235,299,0.019248247146606445,0
705,152,0.006906032562255859,1
335,299,0.018524885177612305,0
210,299,0.018501996994018555,0
380,90,0.014346837997436523,0
55,299,0.019832849502563477,0
255,299,0.018550872802734375,0
695,131,0.0052700042724609375,1
335,299,0.01568317413330078,0
265,299,0.017235994338989258,0
275,77,0.014749765396118164,0
390,299,0.014149904251098633,0
305,299,0.01517796516418457,0
