log_file,num_runs,num_turns,rule_order,col_order,avg_win_rate,avg_moves_win,ci95_win_rate
logs/runs_auto_basic_500_300_43215_6543210.log,500,300,43215,6543210,0.282,126.8581560283688,0.027889636096586127
logs/runs_auto_basic_500_300_43251_6543210.log,500,300,43251,6543210,0.362,130.18232044198896,0.02978658371817755
logs/runs_auto_basic_500_300_43512_6543210.log,500,300,43512,6543210,0.352,132.0284090909091,0.029601580930754358
logs/runs_auto_basic_500_300_43521_6543210.log,500,300,43521,6543210,0.33,130.64848484848486,0.029144086192570865
logs/runs_auto_basic_500_300_45123_6543210.log,500,300,45123,6543210,0.324,130.38888888888889,0.02900694052119251
logs/runs_auto_basic_500_300_45132_6543210.log,500,300,45132,6543210,0.372,130.80107526881721,0.02995762383100502
logs/runs_auto_basic_500_300_45213_6543210.log,500,300,45213,6543210,0.356,129.7078651685393,0.029677273837062593
logs/runs_auto_basic_500_300_45231_6543210.log,500,300,45231,6543210,0.336,130.70238095238096,0.029275865937662716
logs/runs_auto_basic_500_300_45312_6543210.log,500,300,45312,6543210,0.324,129.90740740740742,0.02900694052119251
logs/runs_auto_basic_500_300_45321_6543210.log,500,300,45321,6543210,0.328,131.23170731707316,0.02909897086840014
logs/runs_auto_basic_500_300_51234_6543210.log,500,300,51234,6543210,0.384,126.078125,0.03014477451234293
logs/runs_auto_basic_500_300_51243_6543210.log,500,300,51243,6543210,0.382,126.89528795811518,0.0301149391764287
logs/runs_auto_basic_500_300_51324_6543210.log,500,300,51324,6543210,0.386,128.76683937823833,0.03017407109423586
logs/runs_auto_basic_500_300_51342_6543210.log,500,300,51342,6543210,0.36,129.76111111111112,0.02975070822686411
logs/runs_auto_basic_500_300_51423_6543210.log,500,300,51423,6543210,0.364,129.97802197802199,0.029821900784490582
logs/runs_auto_basic_500_300_51432_6543210.log,500,300,51432,6543210,0.386,128.44041450777203,0.03017407109423586
logs/runs_auto_basic_500_300_52134_6543210.log,500,300,52134,6543210,0.376,126.9627659574468,0.030022184437512204
logs/runs_auto_basic_500_300_52143_6543210.log,500,300,52143,6543210,0.368,126.26086956521739,0.029890867528394018
logs/runs_auto_basic_500_300_52314_6543210.log,500,300,52314,6543210,0.332,127.94578313253012,0.029188605338385045
logs/runs_auto_basic_500_300_52341_6543210.log,500,300,52341,6543210,0.372,127.91397849462365,0.02995762383100502
logs/runs_auto_basic_500_300_52413_6543210.log,500,300,52413,6543210,0.366,128.0983606557377,0.029856661407464832
logs/runs_auto_basic_500_300_52431_6543210.log,500,300,52431,6543210,0.35,127.83428571428571,0.02956288213283678
logs/runs_auto_basic_500_300_53124_6543210.log,500,300,53124,6543210,0.36,126.95555555555555,0.02975070822686411
logs/runs_auto_basic_500_300_53142_6543210.log,500,300,53142,6543210,0.354,129.1129943502825,0.029639710767819582
logs/runs_auto_basic_500_300_53214_6543210.log,500,300,53214,6543210,0.32,125.01875,0.028912491418070493
logs/runs_auto_basic_500_300_53241_6543210.log,500,300,53241,6543210,0.344,127.49418604651163,0.029443349374689013
logs/runs_auto_basic_500_300_53412_6543210.log,500,300,53412,6543210,0.378,131.13227513227514,0.030053645795477126
logs/runs_auto_basic_500_300_53421_6543210.log,500,300,53421,6543210,0.376,130.2712765957447,0.030022184437512204
logs/runs_auto_basic_500_300_54123_6543210.log,500,300,54123,6543210,0.378,129.3015873015873,0.030053645795477126
logs/runs_auto_basic_500_300_54132_6543210.log,500,300,54132,6543210,0.386,130.1658031088083,0.03017407109423586
logs/runs_auto_basic_500_300_54213_6543210.log,500,300,54213,6543210,0.354,129.72881355932202,0.029639710767819582
logs/runs_auto_basic_500_300_54231_6543210.log,500,300,54231,6543210,0.346,131.19653179190752,0.02948376866006108
logs/runs_auto_basic_500_300_54312_6543210.log,500,300,54312,6543210,0.392,131.21938775510205,0.030258743820588452
logs/runs_auto_basic_500_300_54321_6543210.log,500,300,54321,6543210,0.348,130.21264367816093,0.029523612136728796
